iter	Logloss
416	0.06549397232
417	0.06538172899
418	0.06516501478
419	0.06510441399
420	0.06508582116
421	0.06492176165
422	0.06485596176
423	0.06476596763
424	0.06467766779
425	0.0644767183
426	0.0643641651
427	0.06427943869
428	0.06416637233
429	0.06407192762
430	0.06399967065
431	0.06395141651
432	0.06386404477
433	0.06377285377
434	0.06371289782
435	0.06363361938
436	0.06347037367
437	0.06332080339
438	0.06318353794
439	0.06308978294
440	0.06299366053
441	0.06290106844
442	0.06279452552
443	0.06250182197
444	0.06240943373
445	0.06230659479
446	0.06221915051
447	0.06214268286
448	0.06203081002
449	0.06194434907
450	0.06185971597
451	0.06179527089
452	0.06168028553
453	0.06157223115
454	0.0614971371
455	0.06134325884
456	0.06129731929
457	0.0612163039
458	0.0610584217
459	0.0609821793
460	0.06091402823
461	0.06086356102
462	0.06078727235
463	0.06069081895
464	0.06060381398
465	0.06053990224
466	0.06049326357
467	0.06043055825
468	0.0603706455
469	0.06035034038
470	0.06026802523
471	0.06016847244
472	0.05999930073
473	0.05995425095
474	0.05988492722
475	0.05982192288
476	0.05971610596
477	0.05964914845
478	0.05953268538
479	0.05950973618
480	0.05944443989
481	0.05941762802
482	0.05934926062
483	0.05928798685
484	0.05919715914
485	0.0591778987
486	0.05911762112
487	0.05909431639
488	0.05905581687
489	0.05898641176
490	0.05892309156
491	0.05890266973
492	0.05884178824
493	0.05881759316
494	0.05879561452
495	0.05872913322
496	0.05867501441
497	0.0585584657
498	0.05853291653
499	0.05851452455
500	0.05849624165
501	0.05847746195
502	0.0584573661
503	0.05839442911
504	0.05837426568
505	0.05832659475
506	0.05826363313
507	0.05823515873
508	0.05812290892
509	0.05810235551
510	0.05808049502
511	0.05805976917
512	0.05803873924
513	0.05801837654
514	0.05797929044
515	0.05795758479
516	0.0578971939
517	0.05787578535
518	0.0578528135
519	0.05752902407
520	0.05746400259
521	0.05740110933
522	0.05734421958
523	0.05732586209
524	0.05726968163
525	0.05724911971
526	0.05719628359
527	0.05710454738
528	0.05706711437
529	0.05704732107
530	0.05702839272
531	0.05672311751
532	0.05650761696
533	0.05648735751
534	0.05631348818
535	0.05629247776
536	0.05624271988
537	0.05619264137
538	0.05613633249
539	0.05611573598
540	0.05605788636
541	0.05603834139
542	0.05601849585
543	0.05587481448
544	0.05585597899
545	0.0557949232
546	0.05570780513
547	0.05566893426
548	0.05565100532
549	0.05560942811
550	0.05559113946
551	0.05556512492
552	0.05550957266
553	0.05549168517
554	0.0551798061
555	0.05514500609
556	0.0551276127
557	0.05509223561
558	0.05502994004
559	0.05501223835
560	0.05499492179
561	0.0549376327
562	0.05491968333
563	0.05486383973
564	0.05482883444
565	0.05471133975
566	0.05442451833
567	0.05440934058
568	0.05437318314
569	0.05433656184
570	0.05428902677
571	0.05425333302
572	0.0539742852
573	0.05391724879
574	0.05389961474
575	0.05385779723
576	0.05384040808
577	0.05377952775
578	0.05365045487
579	0.05359451388
580	0.05356672648
581	0.05353216309
582	0.05347963753
583	0.0534329319
584	0.05337634546
585	0.05331896428
586	0.05329078413
587	0.05327437204
588	0.05298771617
589	0.0529475313
590	0.05293201226
591	0.05285383809
592	0.05283840773
593	0.05282293095
594	0.05269978949
595	0.05266049064
596	0.0526453552
597	0.05254461802
598	0.05249263296
599	0.05247697957
600	0.05242035139
601	0.05240552499
602	0.05239147993
603	0.05237631646
604	0.05236183635
605	0.05224925283
606	0.05220165757
607	0.05216705612
608	0.05215300261
609	0.0521221819
610	0.05207687915
611	0.05204965928
612	0.05191708766
613	0.05190338967
614	0.0518419208
615	0.0517925472
616	0.05173191346
617	0.05167867371
618	0.05166430852
619	0.05162899319
620	0.05161435768
621	0.05148547055
622	0.05147195842
623	0.05142831771
624	0.05139239429
625	0.05136536035
626	0.05113402538
627	0.0510875356
628	0.05107385457
629	0.05106022492
630	0.05103359297
631	0.05101122256
632	0.05099918361
633	0.05059722297
634	0.05044914876
635	0.05039895156
636	0.05034941467
637	0.05030898364
638	0.05028297681
639	0.05027055088
640	0.05025717541
641	0.05024475791
642	0.0502051869
643	0.05017443199
644	0.05013226514
645	0.05011934658
646	0.05006794297
647	0.04980377619
648	0.04968809915
649	0.04967656271
650	0.04966417477
651	0.04945193364
652	0.04940190663
653	0.04917827627
654	0.04916528706
655	0.04913640564
656	0.04909527534
657	0.04907171206
658	0.04887983353
659	0.04885795224
660	0.0487416572
661	0.04872894313
662	0.04853664511
663	0.04848656088
664	0.0484739602
665	0.04843286938
666	0.04839242321
667	0.04838039263
668	0.04836849298
669	0.04834402103
670	0.0483208927
671	0.04829938384
672	0.0482876912
673	0.04825771598
674	0.04821873606
675	0.04817244611
676	0.04814047127
677	0.04801185511
678	0.04796832713
679	0.04794245961
680	0.04762295424
681	0.04746827231
682	0.04745639529
683	0.04741187135
684	0.04740096498
685	0.04738963556
686	0.04737824351
687	0.04729789181
688	0.04728728454
689	0.04727613821
690	0.04712911709
691	0.04708207377
692	0.04696369796
693	0.04694267221
694	0.04689845633
695	0.04686227761
696	0.04663991666
697	0.04660887946
698	0.04659847416
699	0.04634124435
700	0.04617672318
701	0.04606789896
702	0.04602200344
703	0.04600237402
704	0.04599187232
705	0.04597069036
706	0.04596030346
707	0.04572837189
708	0.04558007477
709	0.04556973624
710	0.04552443957
711	0.04536580906
712	0.04534203825
713	0.04529882883
714	0.045288622
715	0.04526860671
716	0.04522382748
717	0.04512053596
718	0.04509353828
719	0.04507268766
720	0.04503453732
721	0.04499276044
722	0.04498273172
723	0.0448421077
724	0.04483231889
725	0.04482245479
726	0.04480168168
727	0.04477592767
728	0.04473916253
729	0.04442392427
730	0.04441437699
731	0.04426204937
732	0.04422649169
733	0.04421690215
734	0.04417362243
735	0.04406865486
736	0.04404564228
737	0.0440299432
738	0.04398748776
739	0.04378821455
740	0.04374998677
741	0.04349128058
742	0.04347327645
743	0.04346381021
744	0.04334930075
745	0.0433212395
746	0.04331189652
747	0.04327041312
748	0.04325241476
749	0.04308695141
750	0.0430460388
751	0.04303680062
752	0.04302772143
753	0.0429319743
754	0.0428996861
755	0.04271737139
756	0.04269812647
757	0.0426792133
758	0.04260865182
759	0.04256978691
760	0.04241797847
761	0.04240932999
762	0.04240039508
763	0.04237401362
764	0.04226594631
765	0.04222634344
766	0.04220604927
767	0.04217468514
768	0.04215731529
769	0.04201124464
770	0.04197271526
771	0.04168185729
772	0.04167358134
773	0.041664931
774	0.04162599716
775	0.04160763729
776	0.04159928608
777	0.04153596515
778	0.04150983663
779	0.04150148541
780	0.04131104511
781	0.04129242617
782	0.04120699643
783	0.04119869168
784	0.04116089185
785	0.04115256601
786	0.04109525492
787	0.04105831655
788	0.04086809865
789	0.04083206142
790	0.04064395772
791	0.04063596545
792	0.04062843703
793	0.04059049184
794	0.04045158329
795	0.04044365362
796	0.04041612035
797	0.04038002656
798	0.04035623557
799	0.04034833204
800	0.04018482763
801	0.04006789964
802	0.0399606372
803	0.03994944727
804	0.03991272748
805	0.03990487808
806	0.03987676709
807	0.03986932731
808	0.03986153356
809	0.03968379225
810	0.03959720785
811	0.03955263361
812	0.03954487787
813	0.03953753944
814	0.03950389734
815	0.03949638233
816	0.0393745406
817	0.03935619769
818	0.03926012129
819	0.03924333449
820	0.03916181574
821	0.03914136213
822	0.0391060368
823	0.03902090892
824	0.0390137486
825	0.03891172037
826	0.03890461422
827	0.03889725893
828	0.03883951947
829	0.03883221907
830	0.03881512135
831	0.03879885056
832	0.03878213792
833	0.03877032708
834	0.03873638499
835	0.03861439896
836	0.03842559881
837	0.03841426514
838	0.03837992023
839	0.03834611175
840	0.03811428434
841	0.03808033722
842	0.03807368639
843	0.03804048336
844	0.03800724657
845	0.03800017003
846	0.03789398315
847	0.03788700802
848	0.03785949094
849	0.03772374475
850	0.03760981111
851	0.03760301327
852	0.03747342176
853	0.03743985031
854	0.03742381257
855	0.03741711533
856	0.03725839667
857	0.03723878861
858	0.03723193173
859	0.03721941463
860	0.03710417641
861	0.03707195305
862	0.03706543054
863	0.03705108228
864	0.0370446815
865	0.03696990686
866	0.03696349413
867	0.03689307528
868	0.03686108995
869	0.03674760826
870	0.03672882382
871	0.03664080912
872	0.03663459837
873	0.03662833278
874	0.03661182296
875	0.03657995245
876	0.03657395709
877	0.03656751839
878	0.03651236787
879	0.03649919198
880	0.03645023989
881	0.03641910348
882	0.03638770665
883	0.03627738701
884	0.03627146845
885	0.03626516137
886	0.03624798864
887	0.0362342645
888	0.03622828189
889	0.03617548757
890	0.03608322208
891	0.03605251708
892	0.03594713644
893	0.03594093144
894	0.03572346173
895	0.03569299466
896	0.03568678899
897	0.03568065163
898	0.03555771201
899	0.03552705915
900	0.03552097598
901	0.03551489356
902	0.03548555505
903	0.03524705478
904	0.03523096357
905	0.03522514599
906	0.03521919677
907	0.03513414645
908	0.035105215
909	0.0350943008
910	0.0349448802
911	0.03480014991
912	0.03479409993
913	0.03476665446
914	0.03473393878
915	0.03471954845
916	0.03471382928
917	0.03470821145
918	0.03459878493
919	0.03455277252
920	0.03447207317
921	0.03425740163
922	0.0341962916
923	0.03418227021
924	0.03415355187
925	0.0341477013
926	0.0341126294
927	0.03410690819
928	0.03410114971
929	0.03407310317
930	0.03405972297
931	0.03394958722
932	0.03394407153
933	0.03391551106
934	0.03390316684
935	0.03387571028
936	0.03387012843
937	0.03366584723
938	0.03366031974
939	0.03357987548
940	0.03356955548
941	0.03354173781
942	0.03352600993
943	0.03333576005
944	0.03330808945
945	0.03330264149
946	0.03329713516
947	0.03329162953
948	0.03327855132
949	0.03323685689
950	0.03323157726
951	0.03320503886
952	0.03303872994
953	0.03293416705
954	0.03290702761
955	0.03283921075
956	0.0328235454
957	0.03281321264
958	0.032764222
959	0.03275878165
960	0.03275352279
961	0.03273999764
962	0.03265012873
963	0.03262348332
964	0.03259683311
965	0.03259161229
966	0.03255165772
967	0.03254653197
968	0.03253717418
969	0.03233849361
970	0.03233266134
971	0.03226552164
972	0.03223938316
973	0.03221305743
974	0.03219475802
975	0.03218017731
976	0.03217525787
977	0.03217006037
978	0.03207903514
979	0.03198224332
980	0.03195660327
981	0.03194695139
982	0.03192106647
983	0.03191621658
984	0.03191123726
985	0.03190613692
986	0.03186415093
987	0.03185439326
988	0.03184431171
989	0.03181938136
990	0.03180638974
991	0.03180156883
992	0.03174549072
993	0.03173992448
994	0.031730812
995	0.03170563728
996	0.03169157257
997	0.03159917817
998	0.03158904704
999	0.03151679454
